0,8,53.1233,1.42
0,11,24.8232,5.53
0,25,62.6447,9.34
0,62,26.5168,1.58
0,73,100.571,0.06
0,79,91.7113,8.94
0,85,89.28,5.54
0,93,99.3894,8.12
1,2,98.9488,8.12
1,3,115.285,4.61
1,4,88.238,8.15
1,7,47.9756,8.32
1,12,49.2978,8.76
1,19,95.7255,7.92
1,22,100.569,9.66
1,23,111.004,8.13
1,24,74.798,1.07
1,26,40.5894,9.95
1,27,47.6901,0.61
1,28,66.2632,2.76
1,38,47.7956,8.7
1,43,29.1124,4.47
1,44,62.76,5.4
1,46,13.7703,0.44
1,47,62.1199,5.27
1,48,122.653,8.2
1,53,13.8603,1.44
1,55,123.446,8.21
1,61,72.6643,5.15
1,64,73.0807,6.84
1,66,34.6594,3.59
1,68,94.8908,2.93
1,70,109.012,5.67
1,75,55.6962,8.59
1,76,98.0943,1.46
1,78,86.5033,4
1,81,25.9161,0.09
1,88,125.396,1.45
1,89,61.2136,4.58
1,91,61.5345,6.06
1,96,48.955,3.98
2,1,64.0588,3.28
2,4,44.1015,4.3
2,7,45.5257,2.67
2,19,64.5207,1.15
2,23,109.359,1.31
2,24,87.4795,1.52
2,27,85.2738,6.44
2,31,91.5906,7.14
2,33,29.8961,0.52
2,34,50.7556,9.91
2,35,39.2396,5.81
2,38,39.6445,6.52
2,44,89.2191,2.54
2,46,68.7961,6.19
2,53,11.1754,4.48
2,54,40.7194,9.9
2,59,98.593,2.64
2,61,82.5595,2.78
2,64,72.5211,0.7
2,66,51.5731,8.34
2,68,48.4397,9.23
2,70,61.8145,6.27
2,72,38.0307,0.57
2,75,76.955,0.7
2,78,43.62,2.57
2,80,95.0106,2.67
2,81,102.522,7.66
2,84,41.0296,9.16
2,88,39.5314,7.34
2,89,63.6086,5.84
2,96,43.2318,2.57
3,1,55.3845,3.11
3,4,100.508,6.98
3,5,97.4279,0.52
3,8,89.0129,0.38
3,11,86.4462,6.75
3,12,71.8461,2.24
3,19,60.6786,5.28
3,22,91.1948,3.47
3,24,105.51,7.43
3,26,122.117,3.64
3,27,95.8266,7.95
3,28,36.2209,6.34
3,38,23.3888,2.06
3,40,82.3156,5.99
3,43,35.9623,9.03
3,46,24.8388,0.68
3,47,35.7946,7.29
3,48,105.332,8.6
3,53,76.0888,2.4
3,56,55.9158,3.71
3,61,109.15,2.12
3,73,60.6482,5.69
3,75,29.9037,2.28
3,76,27.2402,0.44
3,78,51.0968,8.72
3,81,25.9576,6.86
3,91,62.9946,5.95
4,1,83.808,7.31
4,2,106.692,0.41
4,3,62.1182,9.44
4,10,60.1262,8.9
4,12,37.6336,8.63
4,13,80.2732,1.31
4,19,100.846,1.04
4,21,44.0628,9.75
4,22,68.4565,6.38
4,24,73.1303,4.22
4,27,89.6257,6.32
4,33,104.718,8.27
4,38,30.3615,3.26
4,43,125.018,7.89
4,44,84.4667,7.19
4,46,102,3.89
4,47,26.0478,5.37
4,48,47.1035,4.84
4,53,15.6267,7.27
4,58,69.8955,8.46
4,60,86.3906,3.45
4,61,67.3732,6.66
4,64,68.5108,0.53
4,66,75.4363,9.24
4,68,86.344,1.81
4,75,103.305,6.03
4,81,115.13,7.01
4,88,20.7012,8.42
4,90,67.8732,4.82
4,91,86.9013,0.96
4,96,110.673,3.67
4,97,108.461,3.56
5,3,120.578,2.68
5,8,115.498,7.38
5,11,114.494,5.67
5,12,65.36,2.9
5,17,115.149,2.65
5,26,56.4858,3.62
5,28,66.6107,9.5
5,40,93.39,3.62
5,43,46.6082,3.37
5,73,109.084,9.44
5,85,46.9,3.95
5,93,117.785,7.7
6,30,42.3499,7.69
6,32,63.6933,7.84
6,33,121.954,7.04
6,41,52.7776,7.45
6,57,76.1331,3.33
6,59,66.2385,3.2
6,71,34.0899,7.71
6,77,55.1689,8.14
6,83,72.5961,9.19
6,86,101.683,7.07
6,88,59.4129,5.19
6,98,69.6343,3.52
7,1,120.726,3.86
7,2,50.5157,5.99
7,23,105.366,7.87
7,24,66.078,3.63
7,31,96.8902,9.4
7,33,17.2814,3.97
7,34,71.3061,6.4
7,35,81.42,6.17
7,38,119.141,3.29
7,42,115.553,8.74
7,44,100.069,9
7,53,83.4868,4.88
7,54,64.71,9.21
7,59,106.137,3.92
7,63,93.5548,6.16
7,64,55.984,0.01
7,65,54.1032,7.45
7,66,49.3517,1.36
7,70,65.5437,6.74
7,72,17.054,4.4
7,77,29.8465,9.99
7,80,91.1095,2.59
7,81,96.3108,6.83
7,84,109.95,9.64
7,88,23.7208,1.66
7,89,84.6388,1.12
7,92,113.601,2.31
7,94,64.53,5.9
7,96,13.7266,1.48
8,0,24.9833,9.45
8,3,55.4529,4.31
8,5,66.548,1.19
8,11,66.0026,5.47
8,12,31.6825,0.6
8,25,116.258,4.59
8,40,28.7797,1.88
8,62,107.516,0.42
8,73,72.5323,8.01
8,76,93.4325,6.76
8,79,40.2774,7.38
8,85,31.1595,9.56
8,93,5.03,9.65
9,16,47.8992,1.56
9,17,87.6823,6.92
9,23,55.9709,2.43
9,26,29.1762,7.73
9,28,114.233,5.84
9,29,44.761,2.03
9,36,38.1538,5
9,37,95.7923,0.57
9,40,49.7933,1.16
9,42,31.8765,4.73
9,46,36.4295,0.45
9,49,37.2121,2.37
9,55,28.7923,3.92
9,63,97.4774,2.68
9,69,22.6569,5.3
9,70,34.891,8.88
9,78,93.7964,4.93
9,84,52.4371,0.47
9,87,62.0582,5.7
9,89,105.2,7.63
10,4,98.7062,7.13
10,13,38.2611,6.38
10,15,42.7311,5.81
10,19,121.95,8.77
10,20,55.5811,2.93
10,21,42.9968,2.09
10,22,28.6215,9.77
10,39,69.7571,4.12
10,47,20.6636,7.73
10,48,59.5554,4.22
10,50,82.3714,6.18
10,52,85.9254,0.46
10,56,84.7115,2.43
10,58,93.2993,2
10,60,39.1529,9.14
10,67,76.3382,3.2
10,68,82.351,2.81
10,75,69.6707,5.45
10,76,115.677,3.58
10,82,30.1193,2.64
10,90,79.6723,4.78
10,91,31.7485,3.42
10,97,58.1515,2.71
11,0,72.2832,5.29
11,3,41.5562,1.39
11,5,60.5338,0.53
11,8,11.8126,6.13
11,12,80.0051,2.21
11,25,98.3688,5.45
11,40,41.7236,3.75
11,62,83.3743,7.36
11,73,108.655,7.9
11,76,87.4597,0.06
11,79,105.265,5.83
11,85,53.4889,4.63
11,93,51.48,3.67
12,1,37.4378,6.73
12,3,39.3361,7.48
12,4,66.9636,8.17
12,5,68.77,6.94
12,8,105.172,5.8
12,11,86.4851,0.66
12,22,31.1494,5.5
12,24,84.1208,4.03
12,26,76.8922,4.12
12,27,112.202,9.06
12,28,102.575,4.73
12,38,65.3548,8.69
12,40,125.236,3.85
12,43,36.2862,1.95
12,46,19.0294,0.04
12,47,110.691,4.93
12,48,71.78,6.25
12,53,102.837,9.75
12,56,41.6229,2.23
12,61,51.3903,7.5
12,73,50.5022,1.2
12,75,92.8696,9.97
12,76,31.0178,8.07
12,78,62.1603,7.66
12,81,82.4385,1.78
12,91,58.3023,7.19
12,93,117.626,0.73
13,4,39.9632,1.87
13,10,76.7011,7.45
13,14,79.9774,0.1
13,15,66.358,6.5
13,18,66.0538,7.79
13,19,93.2683,4.49
13,20,113.06,0.69
13,21,76.72,1.27
13,22,37.6179,4.75
13,32,60.2729,3.4
13,44,122.02,9.18
13,47,95.4908,2.25
13,51,101.573,3.67
13,52,50.121,4.12
13,58,16.4216,1.12
13,60,62.0711,3.79
13,67,49.6333,2.96
13,68,106.106,0.34
13,74,95.8735,2.25
13,75,64.6249,1.62
13,82,59.5122,3.11
13,90,47.5185,4.63
13,97,28.8,6.35
14,13,42.0574,5.52
14,15,80.63,5.42
14,18,46.5358,2.88
14,20,45.208,3.91
14,21,72.0594,8.48
14,51,72.5142,6.21
14,52,78.66,5.49
14,67,82.4099,0.99
14,74,34.4619,3.85
14,82,62.8117,4.04
14,97,68.0437,0.54
15,10,86.8811,4.56
15,13,34.558,3.38
15,14,43.67,5.32
15,20,13.2019,5
15,21,14.1443,4.49
15,22,22.4745,9.83
15,39,112.716,2.96
15,47,96.7483,8.04
15,48,102.947,4.88
15,50,16.1645,7.98
15,51,89.64,6.17
15,52,103.145,5.47
15,56,105.188,9.79
15,58,56.4372,4.64
15,60,107.746,7.04
15,67,20.9361,7.16
15,68,118.6,4.39
15,82,51.3501,9.27
15,90,53.24,9.13
15,97,92.1078,1.96
16,9,119.639,8.31
16,29,56.405,3.53
16,36,95.5878,1.54
16,37,46.888,1.67
16,42,121.153,5.14
16,45,38.5552,4.56
16,49,73.3327,3.68
16,63,65.6925,2
16,69,115.674,9.36
16,84,110.347,4.34
16,87,46.8403,5.34
16,95,90.02,1.52
17,5,29.2792,9.09
17,9,72.9223,0.02
17,26,105.082,2.11
17,28,38.1045,5.36
17,29,34.8522,0.81
17,36,106.793,5.22
17,37,40.5962,3.99
17,40,69.4363,2.29
17,42,76.7886,3.58
17,43,126.066,3.97
17,46,56.412,0.42
17,49,79.0084,4.25
17,55,112.149,2.61
17,69,46.3227,9.71
17,70,51.0166,7.14
17,78,108.259,8.25
17,89,112.837,5.55
18,13,119.294,1.5
18,14,105.286,0.25
18,20,89.8817,8.1
18,21,66.08,9.28
18,51,54.0511,6.93
18,52,55.905,7.26
18,60,60.928,9.45
18,67,72.8029,3.13
18,74,17.6626,5.15
18,97,27.3197,2.91
19,1,83.5355,3.33
19,2,117.061,5.04
19,3,30.6986,0.52
19,4,69.3056,7.8
19,10,93.77,5.45
19,13,33.8683,7.05
19,21,60.7197,1.02
19,22,74.4208,7.34
19,24,117.399,5.41
19,27,93.6494,3.01
19,33,81.5699,3.42
19,38,80.878,8.61
19,44,36.4,1.67
19,47,99.2329,9.82
19,48,33.6852,8.81
19,53,96.9527,3.27
19,58,65.4917,1.78
19,60,45.2836,8.71
19,61,113.115,1.05
19,64,66.3359,4.6
19,66,37.8776,3.39
19,67,113.806,6.98
19,68,33.761,9.51
19,75,93.32,4.1
19,81,39.0313,4.46
19,88,67.1829,4.31
19,90,23.4327,4.42
19,91,48.9122,7.81
19,97,106.338,1.71
20,10,86.2311,6.44
20,13,42.52,3.89
20,14,50.318,6.19
20,15,30.8619,8.58
20,18,41.4517,5.02
20,21,104.862,8.46
20,39,41.5791,9.65
20,50,35.9332,1.83
20,51,103.183,3.31
20,52,76.35,4.47
20,56,79.7917,9.79
