0,1,5.0000,3.0
0,4,10.000,12.0
1,0,7.0000,1.5
1,2,5.0000,8.2
1,4,8.5000,6.3
1,5,6.0000,2.0
2,1,8.0000,3.5
2,3,5.0000,7.4
2,5,2.0000,9.1
2,6,6.5000,6.5
3,2,8.0000,6.4
3,6,3.0000,7.3
4,0,12.000,2.9
4,1,1.0000,3.4
4,5,4.5000,8.1
4,7,1.0000,5.1
4,8,3.5000,6.7
5,1,5.0000,1.5
5,2,5.5000,7.2
5,4,10.000,8.6
5,6,6.5000,9.1
5,8,4.5000,4.1
5,9,6.5000,1.6
6,2,8.0000,8.1
6,3,7.5000,9.1
6,5,2.5000,6.1
6,9,1.5000,9.3
7,4,6.0000,3.6
7,8,5.5000,8.4
7,10,2.000,4.8
8,4,3.5000,3.4
8,5,6.5000,9.1
8,7,4.5000,5.2
8,9,1.5000,8.7
8,10,6.5000,3.0
9,5,7.5000,4.5
9,6,8.5000,3.5
9,8,6.5000,7.8
9,10,2.5000,4.6
9,11,7.5000,8.1
10,7,6.5000,0.6
10,8,5.5000,7.0
10,9,4.5000,0.8
10,11,1.0000,6.3
11,9,3.5000,0.1
11,10,5.0000,7.0
