0,1,5.0000,0.0
0,4,10.000,0.0
1,0,7.0000,0.0
1,2,5.0000,0.0
1,4,8.5000,0.0
1,5,6.0000,0.0
2,1,8.0000,0.0
2,3,5.0000,0.0
2,5,2.0000,0.0
2,6,6.5000,0.0
3,2,8.0000,0.0
3,6,3.0000,0.0
4,0,12.000,0.0
4,1,1.0000,0.0
4,5,4.5000,0.0
4,7,1.0000,0.0
4,8,3.5000,0.0
5,1,5.0000,0.0
5,2,5.5000,0.0
5,4,10.000,0.0
5,6,6.5000,0.0
5,8,4.5000,0.0
5,9,6.5000,0.0
6,2,8.0000,0.0
6,3,7.5000,0.0
6,5,2.5000,0.0
6,9,1.5000,0.0
7,4,6.0000,0.0
7,8,5.5000,0.0
7,10,2.000,0.0
8,4,3.5000,0.0
8,5,6.5000,0.0
8,7,4.5000,0.0
8,9,1.5000,0.0
8,10,6.5000,0.0
9,5,7.5000,0.0
9,6,8.5000,0.0
9,8,6.5000,0.0
9,10,2.5000,0.0
9,11,7.5000,0.0
10,7,6.5000,0.0
10,8,5.5000,0.0
10,9,4.5000,0.0
10,11,1.0000,0.0
11,9,3.5000,0.0
11,10,5.0000,0.0
